Reach of Stacked_table,Stream,Number of Fish,Reach of WhitewaterFishStreamrevised2,Fork,Temp.C,Width.m,Depth.cm,CV.cm.s,P.gravel
slimy sculpin,sf keefe,,sf keefe,South,13,4.94,33.16666667,22.1,0.216666667
slimy sculpin,sf millard,,sf millard,South,10,4.533333333,61.15,55.18333333,0.2
slimy sculpin,sf irhke source,,sf irhke source,South,8,6.206666667,44.25,24.76666667,0.083333333
slimy sculpin,sf millard d/s,,sf millard d/s,South,11,8.806666667,45.06666667,56.7,0.4
slimy sculpin,sf zitzow,,sf zitzow,South,10,6.76,29.38333333,35.93333333,0.583333333
slimy sculpin,sf andring,,sf andring,South,8,5.22,45.11666667,33.5,0.383333333
slimy sculpin,sf park west,,sf park west,South,12,5.746666667,41.66666667,43.16666667,0.316666667
slimy sculpin,sf brookwood,,sf brookwood,South,10,6.513333333,53.33333333,44.13333333,0.183333333
slimy sculpin,sf scpu,,sf scpu,South,12,9.533333333,53.45,33.88333333,0.283333333
slimy sculpin,sf richland crossing,,sf richland crossing,South,13,9.48,60.38333333,34.85,0.133333333
slimy sculpin,sf person,,sf person,South,12,9.546666667,44.93333333,55.45,0.416666667
slimy sculpin,sf heins 37,1,sf heins 37,South,8,10.08666667,50.45,35.05,0.183333333
slimy sculpin,sf high bridge,2,sf high bridge,South,10,8.533333333,41.05,48.43333333,0.033333333
slimy sculpin,sf u/s crystal springs,79,sf u/s crystal springs,South,,14.28,,,
slimy sculpin,sf hwy 26,10,sf hwy 26,South,9,11.96666667,55.355,47.98333333,0.316666667
